,train_loss,val_loss,PSNR
0,0.00018976483052247204,0.0026496285408735276,25.168498992919922
1,0.00015443344846135005,0.0001554514742922038,25.168498992919922
2,0.0001522694415587466,0.00015228031035512685,25.168498992919922
3,0.00015107286219135857,0.0001507539292331785,25.168498992919922
4,0.00015027228806866334,0.0001501203002175316,25.168498992919922
5,0.00014962248329538852,0.0001491588480072096,25.168498992919922
6,0.00014913441113312728,0.00014861886261496692,25.168498992919922
7,0.000148779904586263,0.0001481039937818423,25.168498992919922
8,0.0001485084510932211,0.00014786560866050422,25.168498992919922
9,0.00014830177763942628,0.00014773007961921394,25.168498992919922
10,0.0001480807546467986,0.0001474364709109068,25.168498992919922
11,0.0001478932922356762,0.00014727190537378192,25.168498992919922
12,0.00014772183323511853,0.0001471743964590132,25.168498992919922
13,0.00014757729364791886,0.0001469318262534216,25.168498992919922
14,0.0001474566813383717,0.00014669699636287988,25.168498992919922
15,0.00014735933153424413,0.00014681390263140203,25.168498992919922
16,0.00014726878942456097,0.00014672889185603707,25.168498992919922
17,0.00014718114894931206,0.00014643915551714598,25.168498992919922
18,0.0001471176741353702,0.00014642465782817453,25.168498992919922
19,0.00014704248989582994,0.00014635342149995267,25.168498992919922
