,train_loss,val_loss,PSNR
0,0.00022957809288054703,0.0035021864414215087,24.840097427368164
1,0.00015581477489322424,0.00015774859944358468,24.840097427368164
2,0.000152701196516864,0.0001548022497445345,24.840097427368164
3,0.00015130486621055752,0.00015191090572625398,24.840097427368164
4,0.00015069417930208147,0.00015016144895926118,24.840097427368164
5,0.00015015181065537037,0.00014991655768826603,24.840097427368164
6,0.00014940895098261534,0.00014913372369483114,24.840097427368164
7,0.00014898505320306868,0.00015017973305657506,24.840097427368164
8,0.0001488895295187831,0.00014886775659397243,24.840097427368164
9,0.0001486261910991743,0.00014804865960031747,24.840097427368164
